,_n_OFF_x,_n_OFF_y
752,-2.362,0.9957651882225617
753,-2.3600000000000003,0.9957653140425272
754,-2.358,0.9957654372995691
755,-2.356,0.9957655578153001
756,-2.354,0.9957656754177696
757,-2.3520000000000003,0.995765789941465
758,-2.35,0.9957659012273107
759,-2.348,0.9957660091226681
760,-2.346,0.9957661134813363
761,-2.3440000000000003,0.9957662141635514
762,-2.342,0.9957663110359869
763,-2.34,0.9957664039717536
764,-2.338,0.9957664928503995
765,-2.3360000000000003,0.99576657755791
766,-2.334,0.9957666579867076
767,-2.332,0.9957667340356522
768,-2.33,0.9957668056100408
769,-2.3280000000000003,0.9957668726216081
770,-2.326,0.9957669349885258
771,-2.324,0.9957669926354026
772,-2.322,0.9957670454932849
773,-2.3200000000000003,0.9957670934996563
774,-2.318,0.9957671365984376
775,-2.316,0.9957671747399869
776,-2.314,0.9957672078810995
777,-2.3120000000000003,0.9957672359850083
778,-2.31,0.9957672590213829
779,-2.308,0.9957672769663307
780,-2.306,0.9957672898023961
781,-2.3040000000000003,0.9957672975185611
782,-2.302,0.9957673001102444
783,-2.3,0.9957672975793026
784,-2.298,0.9957672899340293
785,-2.2960000000000003,0.9957672771891551
786,-2.294,0.9957672593658485
787,-2.292,0.9957672364917148
788,-2.29,0.9957672086007968
789,-2.2880000000000003,0.9957671757335743
790,-2.286,0.9957671379369647
791,-2.284,0.9957670952643226
792,-2.282,0.9957670477754399
793,-2.2800000000000002,0.9957669955365455
794,-2.278,0.9957669386203059
795,-2.276,0.9957668771058248
796,-2.274,0.9957668110786431
797,-2.2720000000000002,0.995766740630739
798,-2.27,0.9957666658605281
799,-2.268,0.9957665868728631
800,-2.266,0.9957665037790341
801,-2.2640000000000002,0.9957664166967685
802,-2.262,0.9957663257502308
803,-2.26,0.9957662310700229
804,-2.258,0.9957661327931842
805,-2.2560000000000002,0.995766031063191
806,-2.254,0.9957659260299568
807,-2.252,0.995765817849833
808,-2.25,0.9957657066856077
809,-2.248,0.9957655927065066
810,-2.246,0.9957654760881922
811,-2.2439999999999998,0.9957653570127651
812,-2.242,0.9957652356687624
813,-2.24,0.9957651122511588
814,-2.238,0.9957649869613665
